analysis_sample_rate|artist_familiarity|artist_hotttnesss|artist_latitude|artist_longitude|artist_terms|artist_terms_freq|artist_terms_weight|bars_confidence|bars_start|beats_confidence|beats_start|danceability|duration|end_of_fade_in|energy|key|key_confidence|loudness|mode|mode_confidence|sections_confidence|sections_start|segments_confidence|segments_loudness_max|segments_loudness_max_time|segments_loudness_start|segments_pitches|segments_start|segments_timbre|song_hotttnesss|start_of_fade_out|tatums_confidence|tatums_start|tempo|time_signature|time_signature_confidence|year|genre
22050|0.363475534701|0.0|0|0|28|28|28|359|359|1440|1440|0.0|518.81751|0.49|0.0|10|0.744|-12.197|1|0.62|25|25|2582|2582|2582|2582|2582|2582|2582|0|512.813|2881|2881|168.039|4|0.733|0|International
22050|0.613969622451|0.445094799282|0|0|36|36|36|212|212|850|850|0.0|403.85261|0.0|0.0|6|0.247|-9.689|0|0.454|16|16|2759|2759|2759|2759|2759|2759|2759|0|400.161|1700|1700|126.927|4|0.79|0|Rap
22050|0.729212274097|0.481339308574|0|0|16|16|16|75|75|232|232|0.0|201.97832|0.177|0.0|1|0.057|-3.669|1|0.131|8|8|964|964|964|964|964|964|964|0.215080318509|198.316|1159|1159|69.594|3|1.0|0|Rap
22050|0.630382334147|0.454231156571|0|0|43|43|43|76|76|318|318|0.0|202.97098|1.218|0.0|9|0.617|-3.402|1|0.439|8|8|867|867|867|867|867|867|867|0|197.526|637|637|95.7|4|1.0|1982|Pop/Rock
22050|0.471929051691|0.290513226624|27.9758|-81.54106|33|33|33|394|394|1191|1191|0.0|515.65669|0.0|0.0|7|0.73|-7.785|1|0.737|14|14|2051|2051|2051|2051|2051|2051|2051|0.206550789561|509.103|2382|2382|140.021|3|0.174|2001|Pop/Rock
22050|0.547079111069|0.415493349537|0|0|30|30|30|85|85|347|347|0.0|184.842|0.0|0.0|7|0.29|-4.684|1|0.575|7|7|590|590|590|590|590|590|590|0.383934684279|184.842|693|693|114.594|4|0.997|2007|Pop/Rock
22050|0.691124379927|0.501135552952|0|0|42|42|42|538|538|1616|1616|0.0|540.42077|0.0|0.0|11|0.653|-6.676|0|0.622|22|22|1823|1823|1823|1823|1823|1823|1823|0.682353617616|531.429|3232|3232|183.662|3|0.93|1995|Pop/Rock
22050|0.899279599078|0.579441937886|37.27188|-119.27023|21|21|21|82|82|337|337|0.0|227.73506|0.0|0.0|6|0.616|-5.606|0|0.541|8|8|731|731|731|731|731|731|731|0|216.015|1348|1348|88.753|4|0.373|2004|Pop/Rock
22050|0.52567756617|0.377685192493|0|0|16|16|16|256|256|1026|1026|0.0|387.97016|0.392|0.0|1|0.176|-12.068|0|0.192|13|13|1848|1848|1848|1848|1848|1848|1848|0.461429091336|379.211|2053|2053|160.011|4|0.76|1998|Pop/Rock
22050|0.453171007071|0.300855900102|31.1689|-100.07715|45|45|45|89|89|358|358|0.0|216.05832|2.659|0.0|0|0.0|-18.812|0|0.0|11|11|283|283|283|283|283|283|283|0.0|190.206|715|715|100.16|4|1.0|0|Blues
22050|0.379734511746|0.31386609958|0|0|5|5|5|71|71|290|290|0.0|180.00934|0.554|0.0|1|1.0|-13.943|1|0.921|10|10|558|558|558|558|558|558|558|0.27074649435|169.599|580|580|96.962|4|1.0|2003|Country
22050|0.707839968442|0.532445870959|0|0|26|26|26|79|79|321|321|0.0|205.50485|0.154|0.0|6|0.393|-16.619|0|0.546|7|7|803|803|803|803|803|803|803|0.563755208391|202.838|642|642|94.48|4|1.0|1981|Country
22050|0.530355667875|0.397179042592|40.73197|-74.17418|34|34|34|142|142|570|570|0.0|228.49261|0.183|0.0|10|0.802|-13.525|0|0.724|10|10|947|947|947|947|947|947|947|0.3759843015|217.577|1141|1141|151.064|4|0.684|0|Blues
22050|0.743792497642|0.472670741053|0|0|10|10|10|162|162|651|651|0.0|235.04934|0.0|0.0|7|0.131|-9.338|1|0.334|8|8|1083|1083|1083|1083|1083|1083|1083|0.382935090075|230.121|1302|1302|167.873|4|0.32|0|Rap
22050|0.465801588869|0.312848330943|0|0|22|22|22|171|171|1208|1208|0.0|337.08363|0.0|0.0|7|0.457|-7.775|0|0.393|14|14|1397|1397|1397|1397|1397|1397|1397|0|331.564|2416|2416|218.093|7|1.0|0|Pop/Rock
22050|0.476968970542|0.358285252181|0|0|42|42|42|107|107|326|326|0.0|113.42322|0.345|0.0|0|0.0|-11.326|0|0.0|7|7|340|340|340|340|340|340|340|0.0|105.244|652|652|184.529|3|1.0|0|Blues
22050|0.83453858559|0.477310881067|0|0|17|17|17|91|91|411|411|0.0|243.56526|0.0|0.0|7|0.376|-5.683|1|0.403|9|9|1143|1143|1143|1143|1143|1143|1143|0|243.565|1231|1231|102.429|4|0.591|2002|Rap
22050|0.705287678078|0.517298018026|0|0|20|20|20|151|151|608|608|0.0|268.90404|0.353|0.0|4|0.852|-15.519|1|0.785|14|14|680|680|680|680|680|680|680|0|253.875|1216|1216|138.63|4|0.065|0|Pop/Rock
22050|0.448026304494|0.323634923325|6.47279|-66.58904|35|35|35|48|48|341|341|0.0|174.86322|0.385|0.0|7|0.427|-18.697|0|0.48|9|9|643|643|643|643|643|643|643|0|168.861|682|682|120.923|7|0.615|0|Jazz
22050|0.818042044373|0.638906376718|0|0|37|37|37|35|35|167|167|0.0|187.42812|0.647|0.0|4|0.832|-10.813|1|0.727|6|6|401|401|401|401|401|401|401|0|170.475|501|501|54.398|4|0.0|1967|Pop/Rock
22050|0.52259018455|0.390641235878|0|0|37|37|37|118|118|477|477|0.0|244.06159|0.0|0.0|10|0.337|-10.167|0|0.399|11|11|979|979|979|979|979|979|979|0|238.039|955|955|118.509|4|0.692|2006|Blues
22050|0.487871932466|0.367464833037|42.3519|-71.14566|11|11|11|94|94|380|380|0.0|151.82322|0.148|0.0|5|0.414|-4.031|0|0.528|8|8|545|545|545|545|545|545|545|0|142.089|761|761|157.751|4|0.894|2006|Pop/Rock
22050|0.359693511134|0.0|0|0|10|10|10|79|79|323|323|0.0|145.97179|0.0|0.0|7|0.0|-15.975|1|0.139|9|9|671|671|671|671|671|671|671|0|132.272|645|645|135.397|4|0.648|0|Pop/Rock
22050|0.86652031981|0.766545450757|0|0|29|29|29|360|360|360|360|0.0|217.96526|0.461|0.0|8|0.248|-8.486|1|0.365|13|13|717|717|717|717|717|717|717|0|204.98|720|720|100.648|1|0.047|1973|Pop/Rock
22050|0.81699818908|0.512229189391|33.86404|-118.39535|15|15|15|116|116|467|467|0.0|242.33751|0.142|0.0|10|0.621|-5.808|0|0.513|8|8|855|855|855|855|855|855|855|0.707655106064|229.535|935|935|119.981|4|0.004|2005|Pop/Rock
22050|0.622940427572|0.370962958111|0|0|38|38|38|116|116|466|466|0.0|215.14404|2.148|0.0|7|0.429|-6.487|1|0.423|11|11|897|897|897|897|897|897|897|0.255695040757|209.328|932|932|128.769|4|0.835|0|R&B
22050|0.705287678078|0.517298018026|0|0|20|20|20|77|77|313|313|0.0|184.45016|0.107|0.0|5|0.012|-15.857|0|0.123|7|7|493|493|493|493|493|493|493|0|179.926|627|627|104.32|4|0.0|0|Pop/Rock
22050|0.442111200272|0.162615582329|44.83663|-0.58104|7|7|7|201|201|632|632|0.0|317.28281|0.0|0.0|2|0.0|-8.328|1|0.128|12|12|1312|1312|1312|1312|1312|1312|1312|0|303.166|1263|1263|125.026|3|1.0|2002|R&B
22050|0.606575679456|0.398394107052|0|0|49|49|49|139|139|560|560|0.0|193.72363|5.973|0.0|5|0.065|-6.149|1|0.507|6|6|906|906|906|906|906|906|906|0.579728748614|188.929|1120|1120|180.012|4|0.0|2002|Pop/Rock
22050|0.835596474134|0.596775654228|0|0|30|30|30|219|219|877|877|0.0|274.99057|2.032|0.0|10|0.18|-3.154|0|0.529|13|13|1078|1078|1078|1078|1078|1078|1078|0|265.468|1753|1753|192.668|4|0.647|2003|R&B
22050|0.597113362831|0.376556981046|53.41961|-8.24055|40|40|40|34|34|219|219|0.0|310.20363|0.089|0.0|2|0.035|-12.67|0|0.374|9|9|827|827|827|827|827|827|827|0.334706549069|294.121|877|877|42.75|4|0.0|0|Jazz
22050|0.791022277631|0.62000868144|0|0|10|10|10|166|166|666|666|0.0|248.78975|0.0|0.0|11|0.237|-6.379|1|0.381|15|15|789|789|789|789|789|789|789|0.0|239.682|1332|1332|166.064|4|0.858|2007|Pop/Rock
22050|0.359081993439|0.27356052573|34.05349|-118.24532|6|6|6|8|8|92|92|0.0|72.17587|0.0|0.0|9|0.115|-14.041|1|0.474|5|5|285|285|285|285|285|285|285|0|66.235|277|277|75.367|7|0.762|0|Blues
22050|0.493926144686|0.319626775917|0|0|11|11|11|10|10|77|77|0.0|60.31628|0.0|0.0|3|0.047|-14.848|0|0.348|4|4|256|256|256|256|256|256|256|0|60.316|231|231|77.069|5|0.5|0|Blues
22050|0.636109170872|0.371573624485|0|0|25|25|25|144|144|581|581|0.0|255.76444|0.334|0.0|8|0.708|-9.81|1|0.756|11|11|649|649|649|649|649|649|649|0.710631125447|245.104|1162|1162|142.196|4|0.0|2007|Pop/Rock
22050|0.748320703067|0.54586591707|31.1689|-100.07715|15|15|15|43|43|319|319|0.0|232.80281|0.235|0.0|10|0.828|-8.573|1|0.512|8|8|737|737|737|737|737|737|737|0.345802233965|221.739|955|955|85.772|7|0.547|0|Pop/Rock
22050|0.813013088935|0.548533654534|51.50632|-0.12714|27|27|27|115|115|469|469|0.0|221.98812|0.067|0.0|5|0.354|-9.0|0|0.488|10|10|1084|1084|1084|1084|1084|1084|1084|0|217.565|938|938|128.067|4|0.005|1995|Pop/Rock
22050|0.58568314983|0.360445765807|18.11526|-77.27348|43|43|43|92|92|373|373|0.0|159.99955|4.603|0.0|9|0.677|-14.883|1|0.497|10|10|614|614|614|614|614|614|614|0|143.11|746|746|145.618|4|0.022|0|Blues
22050|0.687619666235|0.417068912495|51.50632|-0.12714|48|48|48|105|105|423|423|0.0|264.82893|0.712|0.0|10|0.631|-5.603|0|0.569|10|10|1068|1068|1068|1068|1068|1068|1068|0.524822258191|252.308|1695|1695|100.019|4|0.48|2009|Pop/Rock
22050|0.526284542658|0.43010691301|31.1689|-100.07715|38|38|38|213|213|213|213|0.0|151.37914|0.0|0.0|4|0.781|-8.345|0|0.682|6|6|466|466|466|466|466|466|466|0|140.196|639|639|86.719|1|0.722|0|Pop/Rock
22050|0.571681626575|0.54000775021|0|0|14|14|14|207|207|627|627|0.0|278.38649|0.0|0.0|9|0.465|-3.991|1|0.338|16|16|1273|1273|1273|1273|1273|1273|1273|0|278.386|1254|1254|135.059|3|0.893|0|Pop/Rock
22050|0.688003348837|0.469340374259|0|0|41|41|41|108|108|554|554|0.0|275.19955|0.0|0.0|2|0.039|-16.683|1|0.049|17|17|438|438|438|438|438|438|438|0.425124658313|261.155|1109|1109|121.667|5|0.454|2002|Pop/Rock
22050|0.453346220179|0.372897266929|0|0|22|22|22|257|257|257|257|0.0|228.70159|0.086|0.0|3|0.549|-21.392|1|0.571|12|12|419|419|419|419|419|419|419|0.60243485581|203.163|513|513|70.891|1|0.0|0|Country
22050|0.565738780413|0.369505750479|0|0|12|12|12|32|32|230|230|0.0|184.21506|0.485|0.0|1|0.283|-6.991|1|0.439|6|6|883|883|883|883|883|883|883|0.469676965401|179.45|1149|1149|75.826|7|0.876|2000|Pop/Rock
22050|0.273887240491|0.178275204938|0|0|17|17|17|246|246|246|246|0.0|145.94567|0.073|0.0|2|0.798|-16.407|1|0.658|6|6|660|660|660|660|660|660|660|0|139.326|491|491|105.72|1|0.0|0|Country
22050|0.773491324498|0.500459150659|0|0|27|27|27|155|155|625|625|0.0|258.82077|0.0|0.0|5|0.42|-5.249|1|0.47|8|8|655|655|655|655|655|655|655|0.713217692263|248.007|1248|1248|143.021|4|0.637|2007|Pop/Rock
22050|0.593262654756|0.372069058228|0|0|44|44|44|365|365|365|365|0.0|255.4771|1.036|0.0|9|0.204|-5.788|1|0.309|9|9|996|996|996|996|996|996|996|0|247.362|1094|1094|86.752|1|0.991|1980|Blues
22050|0.576645316367|0.393945814097|41.50471|-81.69074|40|40|40|65|65|479|479|0.0|426.00444|0.0|0.0|7|0.0|-16.181|0|0.074|15|15|1476|1476|1476|1476|1476|1476|1476|0|412.909|1437|1437|67.598|5|0.752|0|Jazz
22050|0.589122785421|0.415949564627|0|0|16|16|16|88|88|382|382|0.0|277.21098|0.345|0.0|0|0.715|-8.582|1|0.804|11|11|623|623|623|623|623|623|623|0.0|256.772|764|764|83.594|4|0.779|0|R&B
22050|0.801989215969|0.580345271378|0|0|34|34|34|334|334|1338|1338|0.0|834.66404|0.328|0.0|7|0.671|-6.003|0|0.689|26|26|1962|1962|1962|1962|1962|1962|1962|0.717851349065|822.538|4013|4013|96.711|4|0.815|2007|Pop/Rock
22050|0.545364352993|0.4045752264|0|0|44|44|44|21|21|89|89|0.0|52.4273|0.232|0.0|8|0.505|-18.604|1|0.455|4|4|169|169|169|169|169|169|169|0.355285536423|52.427|178|178|110.048|4|0.114|2003|Blues
22050|0.624723767579|0.403509673363|32.77942|-91.56123|46|46|46|141|141|566|566|0.0|252.1073|0.0|0.0|2|0.041|-9.653|1|0.488|10|10|892|892|892|892|892|892|892|0.334706549069|248.355|1131|1131|136.621|4|0.0|1999|Pop/Rock
22050|0.52910279997|0.411364132146|0|0|48|48|48|198|198|795|795|0.0|230.71302|0.223|0.0|10|0.181|-9.893|0|0.387|9|9|893|893|893|893|893|893|893|0|218.076|795|795|209.649|4|1.0|1999|Blues
22050|0.596415120663|0.0115618040763|50.63718|3.06281|15|15|15|79|79|317|317|0.0|222.58893|0.0|0.0|9|0.366|-3.343|0|0.386|10|10|657|657|657|657|657|657|657|0.471972853992|212.753|1269|1269|87.539|4|0.58|0|Pop/Rock
22050|0.487140800946|0.306720975594|59.85845|17.64405|27|27|27|209|209|630|630|0.0|379.27138|0.084|0.0|10|0.395|-7.264|0|0.406|11|11|1117|1117|1117|1117|1117|1117|1117|0|365.546|1260|1260|100.168|3|1.0|0|Pop/Rock
22050|0.464994319368|0.344721111172|30.22032|-92.01705|20|20|20|140|140|566|566|0.0|215.40526|0.299|0.0|0|0.876|-11.712|1|0.603|11|11|741|741|741|741|741|741|741|0.0|199.697|1132|1132|158.832|4|0.963|0|Pop/Rock
22050|0.496436795914|0.29993529462|18.22328|-66.42889|10|10|10|141|141|567|567|0.0|268.87791|0.372|0.0|5|0.368|-4.537|1|0.369|12|12|1379|1379|1379|1379|1379|1379|1379|0.22504466868|265.509|1135|1135|124.129|4|0.782|0|Rap
22050|0.582460566903|0.384798909965|33.90698|-88.95535|49|49|49|152|152|611|611|0.0|214.96118|0.0|0.0|9|0.624|-10.736|1|0.44|11|11|887|887|887|887|887|887|887|0.425900191277|203.198|1221|1221|170.897|4|0.466|1968|Pop/Rock
22050|0.669371501935|0.566912407282|33.71197|-84.10599|48|48|48|218|218|218|218|0.0|113.97179|0.369|0.0|3|0.189|-9.67|1|0.398|7|7|400|400|400|400|400|400|400|0.215080318509|110.428|436|436|117.696|1|0.0|0|Blues
22050|0.596349854327|0.418429597885|41.26069|-95.93995|40|40|40|48|48|204|204|0.0|121.02485|0.078|0.0|7|0.539|-9.391|1|0.614|4|4|439|439|439|439|439|439|439|0.304169503435|121.025|408|408|100.573|4|0.798|1997|Pop/Rock
22050|0.487077751135|0.315690276816|0|0|16|16|16|275|275|1103|1103|0.0|495.90812|0.0|0.0|6|0.411|-9.706|0|0.0|15|15|2982|2982|2982|2982|2982|2982|2982|0.249065794854|495.908|2206|2206|133.529|4|0.919|2001|Rap
22050|0.668055686858|0.464152439053|0|0|28|28|28|31|31|249|249|0.0|198.45179|0.0|0.0|5|0.345|-20.731|0|0.342|9|9|460|460|460|460|460|460|460|0|195.744|498|498|75.377|7|0.433|0|Jazz
22050|0.0671985276836|0.397775654323|35.52069|-84.36354|31|31|31|50|50|256|256|0.0|159.58159|0.251|0.0|5|0.673|-15.159|1|0.652|9|9|430|430|430|430|430|430|430|0|151.806|512|512|100.932|5|0.995|0|Blues
22050|0.60009152369|0.475834302149|45.75342|21.22327|40|40|40|122|122|934|934|0.0|620.19873|5.811|0.0|9|0.216|-5.283|1|0.233|18|18|1024|1024|1024|1024|1024|1024|1024|0|615.648|2801|2801|91.144|7|0.635|0|Pop/Rock
22050|0.618002714909|0.349476327198|0|0|38|38|38|139|139|559|559|0.0|246.22975|0.0|0.0|7|0.444|-4.293|1|0.446|9|9|1309|1309|1309|1309|1309|1309|1309|0.0|235.636|1118|1118|136.116|4|0.0|0|Rap
22050|0.614431579567|0.383211422216|0|0|50|50|50|110|110|444|444|0.0|187.34975|0.154|0.0|7|0.854|-8.806|0|0.594|12|12|759|759|759|759|759|759|759|0|183.397|888|888|144.722|4|0.298|0|Pop/Rock
22050|0.565452291658|0.35241012681|0|0|27|27|27|185|185|560|560|0.0|239.41179|0.374|0.0|10|0.257|-7.556|1|0.368|11|11|744|744|744|744|744|744|744|0.0|232.983|1121|1121|142.367|3|0.36|0|Pop/Rock
22050|0.642907249227|0.355899038459|0|0|45|45|45|79|79|398|398|0.0|259.86567|0.0|0.0|9|0.6|-12.178|1|0.51|11|11|877|877|877|877|877|877|877|0|237.656|796|796|93.22|4|0.691|0|Blues
22050|0.501726333269|0.353441853006|33.92192|-93.14939|41|41|41|69|69|291|291|0.0|197.51138|0.189|0.0|1|0.556|-9.825|1|0.138|9|9|568|568|568|568|568|568|568|0|189.544|582|582|92.643|4|0.805|0|R&B
22050|0.482212869992|0.374531255441|0|0|27|27|27|92|92|369|369|0.0|233.37751|0.467|0.0|10|0.521|-9.917|0|0.298|7|7|807|807|807|807|807|807|807|0|214.46|738|738|97.001|4|0.631|0|R&B
22050|0.593753665769|0.397238922479|0|0|16|16|16|113|113|457|457|0.0|213.65506|0.154|0.0|11|0.491|-10.543|0|0.464|11|11|635|635|635|635|635|635|635|0|204.127|915|915|130.042|4|0.0|0|Pop/Rock
22050|0.325700770999|0.373832894365|35.83073|-85.97874|20|20|20|105|105|428|428|0.0|218.98404|0.189|0.0|11|0.72|-8.504|1|0.659|12|12|554|554|554|554|554|554|554|0.0|209.107|857|857|123.586|4|0.591|0|Pop/Rock
22050|0.638880206128|0.246340713562|0|0|12|12|12|80|80|322|322|0.0|187.97669|0.0|0.0|8|0.254|-3.96|1|0.348|8|8|908|908|908|908|908|908|908|0|184.546|644|644|103.995|4|0.831|0|Rap
22050|0.21977559033|0.217520891453|0|0|2|2|2|90|90|364|364|0.0|247.7971|0.293|0.0|0|0.887|-10.156|1|0.815|10|10|1030|1030|1030|1030|1030|1030|1030|0.0|239.015|1453|1453|90.0|4|0.404|0|Pop/Rock
22050|0.494269054553|0.378208270572|49.38426|-84.75627|32|32|32|93|93|376|376|0.0|231.36608|0.469|0.0|7|0.033|-6.953|1|0.389|7|7|886|886|886|886|886|886|886|0.435405367475|226.11|1504|1504|97.958|4|0.654|0|Pop/Rock
22050|0.839962768151|0.541888972034|40.82624|-74.47995|32|32|32|138|138|554|554|0.0|281.23383|0.06|0.0|8|0.001|-6.991|0|0.063|11|11|779|779|779|779|779|779|779|0.672836060763|263.413|1107|1107|120.085|4|0.0|2010|Pop/Rock
22050|0.329024039671|0.253660035117|29.57535|-97.14306|35|35|35|257|257|257|257|0.0|152.0322|0.258|0.0|4|0.376|-18.299|0|0.498|7|7|596|596|596|596|596|596|596|0.194758304553|145.56|513|513|105.169|1|0.0|0|R&B
22050|0.48915883251|0.304642724612|0|0|34|34|34|589|589|589|589|0.0|200.04526|0.636|0.0|6|0.0|-5.085|0|0.196|9|9|708|708|708|708|708|708|708|0.0|194.81|1178|1178|180.733|1|0.001|0|Pop/Rock
22050|0.531728128302|0.293763605042|52.94922|-1.14392|28|28|28|150|150|605|605|0.0|329.53424|0.229|0.0|6|0.289|-7.581|0|0.34|18|18|1556|1556|1556|1556|1556|1556|1556|0.262308997212|324.975|1211|1211|110.17|4|1.0|0|Rap
22050|0.546788716654|0.370828989973|0|0|30|30|30|422|422|422|422|0.0|168.69832|0.293|0.0|0|0.733|-8.275|1|0.576|10|10|792|792|792|792|792|792|792|0.368413732667|166.052|845|845|152.168|1|0.0|1998|Pop/Rock
22050|0.530421028138|0.370834529682|54.31407|-2.23001|14|14|14|84|84|425|425|0.0|143.01995|0.107|0.0|9|0.868|-9.277|1|0.772|7|7|519|519|519|519|519|519|519|0.0|136.168|850|850|182.756|5|0.919|0|Pop/Rock
22050|0.905477001362|0.84338027443|0|0|17|17|17|107|107|430|430|0.0|173.66159|2.949|0.0|1|0.65|-4.757|0|0.575|8|8|734|734|734|734|734|734|734|0.979837196456|171.607|859|859|149.917|4|0.791|2002|Pop/Rock
22050|0.490611414182|0.391574164116|0|0|20|20|20|40|40|210|210|0.0|149.34159|0.24|0.0|2|0.0|-9.447|0|0.0|5|5|631|631|631|631|631|631|631|0|142.814|631|631|86.658|5|0.65|0|Pop/Rock
22050|0.597113362831|0.376556981046|53.41961|-8.24055|40|40|40|110|110|445|445|0.0|235.04934|0.548|0.0|2|0.192|-10.562|0|0.421|10|10|722|722|722|722|722|722|722|0.588922167556|223.359|889|889|117.507|4|0.864|0|Pop/Rock
22050|0.535822609778|0.3458002284|44.11559|-120.51484|29|29|29|116|116|362|362|0.0|274.99057|0.242|0.0|5|0.0|-13.353|1|0.275|12|12|672|672|672|672|672|672|672|0.537317923116|255.437|723|723|82.856|3|0.816|0|R&B
22050|0.450625272163|0.325831240487|37.77916|-122.42005|20|20|20|219|219|662|662|0.0|321.01832|0.396|0.0|1|0.262|-13.295|0|0.122|15|15|925|925|925|925|925|925|925|0.265861049211|317.544|1325|1325|124.709|3|1.0|0|Blues
22050|0.491963935033|0.352973770821|0|0|47|47|47|63|63|255|255|0.0|164.8322|0.189|0.0|0|0.096|-16.313|1|0.459|4|4|546|546|546|546|546|546|546|0.0|153.995|765|765|94.085|4|1.0|0|R&B
22050|0.723521277516|0.532572708934|0|0|20|20|20|191|191|768|768|0.0|368.74404|0.0|0.0|7|0.063|-9.915|1|0.387|13|13|2233|2233|2233|2233|2233|2233|2233|0.577888777843|364.507|1536|1536|124.985|4|0.254|2009|Blues
22050|0.362997346826|0.274769104138|0|0|23|23|23|54|54|225|225|0.0|155.45424|0.16|0.0|7|0.298|-7.335|0|0.659|6|6|486|486|486|486|486|486|486|0.0|152.95|450|450|87.635|4|0.078|0|Pop/Rock
22050|0.243899416649|0.0|0|0|3|3|3|173|173|695|695|0.0|329.97832|0.339|0.0|2|0.354|-9.535|1|0.486|9|9|1257|1257|1257|1257|1257|1257|1257|0|329.978|1391|1391|126.922|4|0.621|0|Pop/Rock
22050|0.55660196499|0.364295838516|0|0|31|31|31|309|309|2176|2176|0.0|608.7571|7.988|0.0|2|0.59|-8.259|1|0.441|21|21|1552|1552|1552|1552|1552|1552|1552|0|595.476|2176|2176|219.518|7|0.656|2005|Pop/Rock
22050|0.760270106029|0.496071346624|0|0|12|12|12|247|247|992|992|0.0|354.7424|0.0|0.0|2|0.612|-6.488|1|0.539|18|18|1688|1688|1688|1688|1688|1688|1688|0.345802233965|354.742|1983|1983|167.984|4|0.335|0|Rap
22050|0.0824059229436|0.0|0|0|2|2|2|95|95|385|385|0.0|182.59546|0.364|0.0|0|0.129|-8.339|1|0.536|9|9|675|675|675|675|675|675|675|0|175.171|770|770|130.164|4|1.0|0|Pop/Rock
22050|0.456136674435|0.285591271518|0|0|15|15|15|7|7|68|68|0.0|64.1824|0.0|0.0|0|0.574|-20.251|1|0.624|3|3|176|176|176|176|176|176|176|0.0|64.182|204|204|63.295|7|0.0|0|Country
22050|0.556750823055|0.361587941532|0|0|32|32|32|73|73|298|298|0.0|153.36444|0.235|0.0|4|0.247|-8.76|0|0.305|8|8|448|448|448|448|448|448|448|0.427446571488|142.518|596|596|120.051|4|0.985|0|Pop/Rock
22050|0.783037109548|0.544257505725|32.77815|-96.7954|11|11|11|109|109|440|440|0.0|240.77016|0.067|0.0|6|0.703|-10.958|1|0.612|12|12|784|784|784|784|784|784|784|0|234.551|880|880|112.719|4|0.048|1985|Pop/Rock
22050|0.641172817621|0.436769069709|50.84838|4.34968|46|46|46|102|102|412|412|0.0|119.71873|0.235|0.0|2|0.666|-12.192|1|0.647|8|8|463|463|463|463|463|463|463|0.0|111.131|824|824|218.681|4|0.97|0|Pop/Rock
22050|0.583704128913|0.0|0|0|91|91|91|119|119|496|496|0.0|317.77914|0.0|0.0|0|0.927|-13.679|1|0.879|14|14|738|738|738|738|738|738|738|0|313.62|992|992|95.32|4|0.947|0|Pop/Rock
