analysis_sample_rate|artist_familiarity|artist_hotttnesss|artist_latitude|artist_longitude|artist_terms|artist_terms_freq|artist_terms_weight|bars_confidence|bars_start|beats_confidence|beats_start|danceability|duration|end_of_fade_in|energy|key|key_confidence|loudness|mode|mode_confidence|sections_confidence|sections_start|segments_confidence|segments_loudness_max|segments_loudness_max_time|segments_loudness_start|segments_pitches|segments_start|segments_timbre|song_hotttnesss|start_of_fade_out|tatums_confidence|tatums_start|tempo|time_signature|time_signature_confidence|year|genre
22050|0.530355667875|0.397179042592|40.73197|-74.17418|34|34|34|142|142|570|570|0.0|228.49261|0.183|0.0|10|0.802|-13.525|0|0.724|10|10|947|947|947|947|947|947|947|0.3759843015|217.577|1141|1141|151.064|4|0.684|0|Blues
22050|0.743792497642|0.472670741053|0|0|10|10|10|162|162|651|651|0.0|235.04934|0.0|0.0|7|0.131|-9.338|1|0.334|8|8|1083|1083|1083|1083|1083|1083|1083|0.382935090075|230.121|1302|1302|167.873|4|0.32|0|Rap
22050|0.476968970542|0.358285252181|0|0|42|42|42|107|107|326|326|0.0|113.42322|0.345|0.0|0|0.0|-11.326|0|0.0|7|7|340|340|340|340|340|340|340|0.0|105.244|652|652|184.529|3|1.0|0|Blues
22050|0.83453858559|0.477310881067|0|0|17|17|17|91|91|411|411|0.0|243.56526|0.0|0.0|7|0.376|-5.683|1|0.403|9|9|1143|1143|1143|1143|1143|1143|1143|0|243.565|1231|1231|102.429|4|0.591|2002|Rap
22050|0.448026304494|0.323634923325|6.47279|-66.58904|35|35|35|48|48|341|341|0.0|174.86322|0.385|0.0|7|0.427|-18.697|0|0.48|9|9|643|643|643|643|643|643|643|0|168.861|682|682|120.923|7|0.615|0|Jazz
22050|0.52259018455|0.390641235878|0|0|37|37|37|118|118|477|477|0.0|244.06159|0.0|0.0|10|0.337|-10.167|0|0.399|11|11|979|979|979|979|979|979|979|0|238.039|955|955|118.509|4|0.692|2006|Blues
22050|0.622940427572|0.370962958111|0|0|38|38|38|116|116|466|466|0.0|215.14404|2.148|0.0|7|0.429|-6.487|1|0.423|11|11|897|897|897|897|897|897|897|0.255695040757|209.328|932|932|128.769|4|0.835|0|R&B
22050|0.442111200272|0.162615582329|44.83663|-0.58104|7|7|7|201|201|632|632|0.0|317.28281|0.0|0.0|2|0.0|-8.328|1|0.128|12|12|1312|1312|1312|1312|1312|1312|1312|0|303.166|1263|1263|125.026|3|1.0|2002|R&B
22050|0.835596474134|0.596775654228|0|0|30|30|30|219|219|877|877|0.0|274.99057|2.032|0.0|10|0.18|-3.154|0|0.529|13|13|1078|1078|1078|1078|1078|1078|1078|0|265.468|1753|1753|192.668|4|0.647|2003|R&B
22050|0.597113362831|0.376556981046|53.41961|-8.24055|40|40|40|34|34|219|219|0.0|310.20363|0.089|0.0|2|0.035|-12.67|0|0.374|9|9|827|827|827|827|827|827|827|0.334706549069|294.121|877|877|42.75|4|0.0|0|Jazz
22050|0.359081993439|0.27356052573|34.05349|-118.24532|6|6|6|8|8|92|92|0.0|72.17587|0.0|0.0|9|0.115|-14.041|1|0.474|5|5|285|285|285|285|285|285|285|0|66.235|277|277|75.367|7|0.762|0|Blues
22050|0.493926144686|0.319626775917|0|0|11|11|11|10|10|77|77|0.0|60.31628|0.0|0.0|3|0.047|-14.848|0|0.348|4|4|256|256|256|256|256|256|256|0|60.316|231|231|77.069|5|0.5|0|Blues
22050|0.58568314983|0.360445765807|18.11526|-77.27348|43|43|43|92|92|373|373|0.0|159.99955|4.603|0.0|9|0.677|-14.883|1|0.497|10|10|614|614|614|614|614|614|614|0|143.11|746|746|145.618|4|0.022|0|Blues
22050|0.453346220179|0.372897266929|0|0|22|22|22|257|257|257|257|0.0|228.70159|0.086|0.0|3|0.549|-21.392|1|0.571|12|12|419|419|419|419|419|419|419|0.60243485581|203.163|513|513|70.891|1|0.0|0|Country
22050|0.273887240491|0.178275204938|0|0|17|17|17|246|246|246|246|0.0|145.94567|0.073|0.0|2|0.798|-16.407|1|0.658|6|6|660|660|660|660|660|660|660|0|139.326|491|491|105.72|1|0.0|0|Country
22050|0.593262654756|0.372069058228|0|0|44|44|44|365|365|365|365|0.0|255.4771|1.036|0.0|9|0.204|-5.788|1|0.309|9|9|996|996|996|996|996|996|996|0|247.362|1094|1094|86.752|1|0.991|1980|Blues
22050|0.576645316367|0.393945814097|41.50471|-81.69074|40|40|40|65|65|479|479|0.0|426.00444|0.0|0.0|7|0.0|-16.181|0|0.074|15|15|1476|1476|1476|1476|1476|1476|1476|0|412.909|1437|1437|67.598|5|0.752|0|Jazz
22050|0.589122785421|0.415949564627|0|0|16|16|16|88|88|382|382|0.0|277.21098|0.345|0.0|0|0.715|-8.582|1|0.804|11|11|623|623|623|623|623|623|623|0.0|256.772|764|764|83.594|4|0.779|0|R&B
22050|0.545364352993|0.4045752264|0|0|44|44|44|21|21|89|89|0.0|52.4273|0.232|0.0|8|0.505|-18.604|1|0.455|4|4|169|169|169|169|169|169|169|0.355285536423|52.427|178|178|110.048|4|0.114|2003|Blues
22050|0.52910279997|0.411364132146|0|0|48|48|48|198|198|795|795|0.0|230.71302|0.223|0.0|10|0.181|-9.893|0|0.387|9|9|893|893|893|893|893|893|893|0|218.076|795|795|209.649|4|1.0|1999|Blues
22050|0.496436795914|0.29993529462|18.22328|-66.42889|10|10|10|141|141|567|567|0.0|268.87791|0.372|0.0|5|0.368|-4.537|1|0.369|12|12|1379|1379|1379|1379|1379|1379|1379|0.22504466868|265.509|1135|1135|124.129|4|0.782|0|Rap
22050|0.669371501935|0.566912407282|33.71197|-84.10599|48|48|48|218|218|218|218|0.0|113.97179|0.369|0.0|3|0.189|-9.67|1|0.398|7|7|400|400|400|400|400|400|400|0.215080318509|110.428|436|436|117.696|1|0.0|0|Blues
22050|0.487077751135|0.315690276816|0|0|16|16|16|275|275|1103|1103|0.0|495.90812|0.0|0.0|6|0.411|-9.706|0|0.0|15|15|2982|2982|2982|2982|2982|2982|2982|0.249065794854|495.908|2206|2206|133.529|4|0.919|2001|Rap
22050|0.668055686858|0.464152439053|0|0|28|28|28|31|31|249|249|0.0|198.45179|0.0|0.0|5|0.345|-20.731|0|0.342|9|9|460|460|460|460|460|460|460|0|195.744|498|498|75.377|7|0.433|0|Jazz
22050|0.0671985276836|0.397775654323|35.52069|-84.36354|31|31|31|50|50|256|256|0.0|159.58159|0.251|0.0|5|0.673|-15.159|1|0.652|9|9|430|430|430|430|430|430|430|0|151.806|512|512|100.932|5|0.995|0|Blues
22050|0.618002714909|0.349476327198|0|0|38|38|38|139|139|559|559|0.0|246.22975|0.0|0.0|7|0.444|-4.293|1|0.446|9|9|1309|1309|1309|1309|1309|1309|1309|0.0|235.636|1118|1118|136.116|4|0.0|0|Rap
22050|0.642907249227|0.355899038459|0|0|45|45|45|79|79|398|398|0.0|259.86567|0.0|0.0|9|0.6|-12.178|1|0.51|11|11|877|877|877|877|877|877|877|0|237.656|796|796|93.22|4|0.691|0|Blues
22050|0.501726333269|0.353441853006|33.92192|-93.14939|41|41|41|69|69|291|291|0.0|197.51138|0.189|0.0|1|0.556|-9.825|1|0.138|9|9|568|568|568|568|568|568|568|0|189.544|582|582|92.643|4|0.805|0|R&B
22050|0.482212869992|0.374531255441|0|0|27|27|27|92|92|369|369|0.0|233.37751|0.467|0.0|10|0.521|-9.917|0|0.298|7|7|807|807|807|807|807|807|807|0|214.46|738|738|97.001|4|0.631|0|R&B
22050|0.638880206128|0.246340713562|0|0|12|12|12|80|80|322|322|0.0|187.97669|0.0|0.0|8|0.254|-3.96|1|0.348|8|8|908|908|908|908|908|908|908|0|184.546|644|644|103.995|4|0.831|0|Rap
22050|0.329024039671|0.253660035117|29.57535|-97.14306|35|35|35|257|257|257|257|0.0|152.0322|0.258|0.0|4|0.376|-18.299|0|0.498|7|7|596|596|596|596|596|596|596|0.194758304553|145.56|513|513|105.169|1|0.0|0|R&B
22050|0.531728128302|0.293763605042|52.94922|-1.14392|28|28|28|150|150|605|605|0.0|329.53424|0.229|0.0|6|0.289|-7.581|0|0.34|18|18|1556|1556|1556|1556|1556|1556|1556|0.262308997212|324.975|1211|1211|110.17|4|1.0|0|Rap
22050|0.535822609778|0.3458002284|44.11559|-120.51484|29|29|29|116|116|362|362|0.0|274.99057|0.242|0.0|5|0.0|-13.353|1|0.275|12|12|672|672|672|672|672|672|672|0.537317923116|255.437|723|723|82.856|3|0.816|0|R&B
22050|0.450625272163|0.325831240487|37.77916|-122.42005|20|20|20|219|219|662|662|0.0|321.01832|0.396|0.0|1|0.262|-13.295|0|0.122|15|15|925|925|925|925|925|925|925|0.265861049211|317.544|1325|1325|124.709|3|1.0|0|Blues
22050|0.491963935033|0.352973770821|0|0|47|47|47|63|63|255|255|0.0|164.8322|0.189|0.0|0|0.096|-16.313|1|0.459|4|4|546|546|546|546|546|546|546|0.0|153.995|765|765|94.085|4|1.0|0|R&B
22050|0.723521277516|0.532572708934|0|0|20|20|20|191|191|768|768|0.0|368.74404|0.0|0.0|7|0.063|-9.915|1|0.387|13|13|2233|2233|2233|2233|2233|2233|2233|0.577888777843|364.507|1536|1536|124.985|4|0.254|2009|Blues
22050|0.760270106029|0.496071346624|0|0|12|12|12|247|247|992|992|0.0|354.7424|0.0|0.0|2|0.612|-6.488|1|0.539|18|18|1688|1688|1688|1688|1688|1688|1688|0.345802233965|354.742|1983|1983|167.984|4|0.335|0|Rap
22050|0.456136674435|0.285591271518|0|0|15|15|15|7|7|68|68|0.0|64.1824|0.0|0.0|0|0.574|-20.251|1|0.624|3|3|176|176|176|176|176|176|176|0.0|64.182|204|204|63.295|7|0.0|0|Country
22050|0.522197175241|0.391370587218|0|0|25|25|25|71|71|233|233|0.0|198.13832|4.952|0.0|10|0.311|-15.585|1|0.451|9|9|542|542|542|542|542|542|542|0|194.247|465|465|71.285|3|0.903|1994|Jazz
22050|0.614431579567|0.383211422216|0|0|50|50|50|742|742|742|742|0.0|348.76036|0.178|0.0|2|0.416|-9.086|0|0.458|11|11|1374|1374|1374|1374|1374|1374|1374|0|345.356|1484|1484|129.151|1|0.0|0|Blues
22050|0.531757816309|0.335933116022|56.27609|9.51695|38|38|38|94|94|380|380|0.0|212.71465|0.096|0.0|8|0.577|-4.336|1|0.574|8|8|929|929|929|929|929|929|929|0.379523324422|206.692|760|760|109.984|4|0.0|2004|Rap
22050|0.485921285721|0.353156297467|25.72898|-80.23742|13|13|13|96|96|387|387|0.0|249.44281|0.165|0.0|10|0.846|-9.94|0|0.621|8|8|1331|1331|1331|1331|1331|1331|1331|0.503381236206|245.783|1547|1547|93.975|4|0.052|0|Rap
22050|0.616896590689|0.41650394637|50.82607|7.28021|42|42|42|260|260|260|260|0.0|190.04036|0.615|0.0|10|0.546|-22.166|1|0.608|8|8|560|560|560|560|560|560|560|0|176.791|520|520|82.286|1|0.454|1991|Jazz
22050|0.742548134638|0.625428356113|0|0|16|16|16|338|338|338|338|0.0|135.36608|0.201|0.0|5|0.531|-12.965|1|0.516|6|6|502|502|502|502|502|502|502|0|123.635|676|676|154.783|1|0.0|2003|Blues
22050|0.551502069088|0.351717751121|0|0|59|59|59|69|69|278|278|0.0|136.04526|0.218|0.0|2|0.216|-11.651|1|0.498|7|7|560|560|560|560|560|560|560|0|136.045|556|556|124.648|4|0.993|1993|Blues
22050|0.532263566641|0.355202032826|0|0|11|11|11|168|168|168|168|0.0|121.10322|0.517|0.0|9|0.28|-19.271|0|0.301|6|6|474|474|474|474|474|474|474|0.0|115.914|505|505|87.321|1|0.0|0|Country
22050|0.519969697662|0.41977664523|0|0|48|48|48|57|57|232|232|0.0|102.79138|0.398|0.0|8|0.804|-10.745|1|0.537|6|6|443|443|443|443|443|443|443|0.260338242567|98.725|464|464|141.358|4|0.0|0|Blues
22050|0.574300068277|0.375593582585|32.33112|-90.60536|42|42|42|81|81|327|327|0.0|154.87955|0.276|0.0|5|0.087|-24.774|1|0.336|6|6|396|396|396|396|396|396|396|0|147.499|654|654|130.975|4|0.0|1990|Jazz
22050|0.104186986572|0.0|0|0|6|6|6|169|169|169|169|0.0|129.82812|0.0|0.0|1|0.263|-22.255|1|0.455|7|7|546|546|546|546|546|546|546|0.0|127.251|507|507|77.081|1|0.588|0|Country
22050|0.838816273605|0.557755674779|0|0|18|18|18|48|48|201|201|0.0|130.7424|0.27|0.0|11|0.094|-6.388|1|0.341|5|5|526|526|526|526|526|526|526|0.372530039366|130.742|402|402|92.482|4|0.895|0|Rap
22050|0.548189066221|0.382591638096|0|0|39|39|39|39|39|161|161|0.0|139.72853|0.16|0.0|7|0.179|-14.322|1|0.553|5|5|542|542|542|542|542|542|542|0.536830580874|134.989|643|643|71.337|4|0.0|1973|Country
22050|0.671610639836|0.421973968279|38.25486|-85.7664|43|43|43|259|259|1039|1039|0.0|501.13261|0.0|0.0|11|0.008|-6.751|1|0.171|14|14|3440|3440|3440|3440|3440|3440|3440|0.266955186276|479.155|2079|2079|125.999|4|0.602|2006|Electronic
22050|0.454122840462|0.330300583827|0|0|16|16|16|102|102|413|413|0.0|159.18975|0.0|0.0|2|0.138|-13.08|0|0.554|10|10|571|571|571|571|571|571|571|0|152.805|413|413|156.868|4|0.789|0|Blues
22050|0.283352898365|0.251815622284|0|0|41|41|41|45|45|166|166|0.0|155.19302|1.026|0.0|11|0.464|-28.327|0|0.539|7|7|237|237|237|237|237|237|237|0|136.29|331|331|70.1|3|0.737|0|Jazz
22050|0.370715728426|0.241545818363|0|0|1|1|1|229|229|229|229|0.0|131.02975|0.119|0.0|0|0.656|-15.416|1|0.591|5|5|481|481|481|481|481|481|481|0|124.204|458|458|108.787|1|0.386|0|Blues
22050|0.435889847088|0.268037839631|0|0|13|13|13|152|152|152|152|0.0|61.98812|0.0|0.0|9|0.501|-8.216|1|0.442|3|3|160|160|160|160|160|160|160|0|61.988|303|303|148.57|1|0.0|0|Country
22050|0.472428735421|0.279977953812|0|0|3|3|3|49|49|351|351|0.0|164.362|0.0|0.0|1|0.0|-7.971|1|0.0|7|7|1070|1070|1070|1070|1070|1070|1070|0|153.681|701|701|128.033|7|0.638|0|Reggae
22050|0.455857566203|0.375296592169|0|0|15|15|15|104|104|316|316|0.0|282.53995|0.0|0.0|5|0.4|-6.982|0|0.471|11|11|1254|1254|1254|1254|1254|1254|1254|0|265.648|1580|1580|67.987|3|0.383|2003|Reggae
22050|0.481180211778|0.379495650569|0|0|23|23|23|94|94|380|380|0.0|180.13995|0.14|0.0|0|0.541|-12.094|1|0.655|8|8|691|691|691|691|691|691|691|0.0|174.916|760|760|130.441|4|0.907|1988|Country
22050|0.845768866449|0.788805935162|36.16778|-86.77836|23|23|23|76|76|307|307|0.0|181.13261|0.0|0.0|11|0.032|-6.391|0|0.26|11|11|639|639|639|639|639|639|639|0.74616091291|171.021|614|614|102.066|4|0.783|2007|R&B
22050|0.604825991757|0.428162223566|0|0|28|28|28|108|108|439|439|0.0|264.69832|0.206|0.0|11|0.53|-8.611|0|0.507|11|11|1330|1330|1330|1330|1330|1330|1330|0.28741848484|257.155|879|879|99.058|4|1.0|1993|Rap
22050|0.445858670853|0.312044455676|54.31392|-2.23218|19|19|19|54|54|217|217|0.0|144.06485|0.0|0.0|5|0.452|-23.045|1|0.464|7|7|484|484|484|484|484|484|484|0|136.673|435|435|95.469|4|0.448|0|Blues
22050|0.649086012914|0.492781167979|0|0|48|48|48|81|81|325|325|0.0|152.29342|0.334|0.0|4|0.645|-13.205|0|0.526|8|8|445|445|445|445|445|445|445|0.330234682769|144.637|651|651|130.892|4|0.336|0|Country
22050|0.641525136191|0.387181941622|35.21962|-80.01955|27|27|27|46|46|190|190|0.0|107.49342|0.0|0.0|6|0.905|-3.682|1|0.617|6|6|429|429|429|429|429|429|429|0.0|102.934|379|379|108.176|4|1.0|0|Rap
22050|0.379734511746|0.31386609958|0|0|5|5|5|55|55|236|236|0.0|180.71465|2.432|0.0|8|0.758|-18.018|1|0.761|9|9|615|615|615|615|615|615|615|0.0|169.244|472|472|80.008|4|0.0|2005|Country
22050|0.683066099167|0.44596943444|0|0|10|10|10|116|116|466|466|0.0|200.25424|0.299|0.0|1|0.014|-4.825|1|0.285|8|8|862|862|862|862|862|862|862|0.576860140605|198.153|931|931|140.119|4|0.582|2008|Rap
22050|0.583178831042|0.434253341236|0|0|44|44|44|38|38|183|183|0.0|188.94322|0.0|0.0|1|0.875|-2.775|1|0.642|4|4|772|772|772|772|772|772|772|0.427446571488|188.943|732|732|58.135|4|0.913|2007|Rap
22050|0.472938417943|0.28725591344|0|0|25|25|25|79|79|321|321|0.0|232.69832|0.479|0.0|5|0.36|-5.619|1|0.316|7|7|975|975|975|975|975|975|975|0.0|227.857|1282|1282|83.942|4|0.815|0|R&B
22050|0.498676830397|0.354168954829|0|0|24|24|24|135|135|543|543|0.0|299.44118|0.0|0.0|6|0.78|-6.179|0|0.588|9|9|1457|1457|1457|1457|1457|1457|1457|0|295.265|1087|1087|109.748|4|1.0|0|Rap
22050|0.695421644696|0.455537721976|0|0|32|32|32|101|101|411|411|0.0|294.39955|0.0|0.0|11|0.387|-9.894|0|0.416|10|10|1244|1244|1244|1244|1244|1244|1244|0|280.921|1646|1646|87.001|4|0.862|1997|Rap
22050|0.552416732219|0.481369053276|34.07292|-118.39981|38|38|38|90|90|362|362|0.0|176.66567|0.084|0.0|5|0.512|-13.414|1|0.293|9|9|550|550|550|550|550|550|550|0.0|165.727|723|723|124.893|4|0.3|0|Blues
22050|0.256241161289|0.0|0|0|5|5|5|59|59|242|242|0.0|222.24934|0.0|0.0|9|0.36|-19.547|0|0.401|10|10|867|867|867|867|867|867|867|0.210588544224|222.249|970|970|65.64|4|0.0|0|Country
22050|0.551502069088|0.351717751121|0|0|59|59|59|65|65|265|265|0.0|151.24853|0.183|0.0|2|1.0|-10.208|1|0.904|8|8|476|476|476|476|476|476|476|0|143.929|531|531|110.076|4|0.766|1993|Blues
22050|0.612858654108|0.360344685914|40.71455|-74.00712|35|35|35|35|35|180|180|0.0|112.14322|2.229|0.0|11|0.094|-20.02|1|0.438|3|3|368|368|368|368|368|368|368|0|112.143|359|359|96.775|5|0.736|0|Jazz
22050|0.574383744034|0.372959581793|0|0|28|28|28|84|84|338|338|0.0|217.62567|0.066|0.0|8|0.059|-11.36|0|0.426|10|10|1038|1038|1038|1038|1038|1038|1038|0|198.571|1351|1351|93.951|4|0.716|1992|Rap
22050|0.363237122476|0.215014649855|37.77916|-122.42005|4|4|4|379|379|1518|1518|0.0|459.28444|0.339|0.0|11|0.179|-5.434|0|0.333|18|18|2242|2242|2242|2242|2242|2242|2242|0|454.473|3036|3036|200.826|4|0.0|2004|Blues
22050|0.804838888827|0.457841156094|34.05349|-118.24532|38|38|38|202|202|810|810|0.0|311.06567|0.142|0.0|2|0.126|-4.08|1|0.221|16|16|1447|1447|1447|1447|1447|1447|1447|0.540009276927|300.617|1619|1619|158.327|4|1.0|2006|Rap
22050|0.656728903248|0.468511466476|0|0|46|46|46|55|55|222|222|0.0|146.88608|0.241|0.0|9|0.719|-12.495|1|0.513|7|7|427|427|427|427|427|427|427|0|142.211|667|667|93.618|4|0.0|0|Country
22050|0.378150445822|0.312862907413|0|0|12|12|12|39|39|177|177|0.0|206.47138|0.281|0.0|2|0.422|-14.645|1|0.337|6|6|746|746|746|746|746|746|746|0|206.471|707|707|52.054|4|0.993|0|Jazz
22050|0.625157654058|0.35975724385|0|0|42|42|42|68|68|291|291|0.0|190.69342|0.0|0.0|7|0.542|-6.371|1|0.553|8|8|916|916|916|916|916|916|916|0.506905064197|187.548|873|873|89.689|4|0.609|0|Blues
22050|0.268210004648|0.366502174186|0|0|4|4|4|189|189|761|761|0.0|273.94567|2.055|0.0|4|0.546|-15.689|1|0.552|10|10|719|719|719|719|719|719|719|0|269.334|761|761|168.527|4|1.0|0|Blues
22050|0.455087591331|0.360163491409|0|0|20|20|20|229|229|229|229|0.0|134.3473|0.0|0.0|9|0.822|-9.182|1|0.649|7|7|546|546|546|546|546|546|546|0.371880849491|126.491|457|457|103.755|1|0.0|0|Country
22050|0.664690938937|0.429261029065|43.00029|-107.55405|27|27|27|110|110|555|555|0.0|266.9971|0.357|0.0|5|0.247|-6.514|1|0.206|9|9|1262|1262|1262|1262|1262|1262|1262|0.270775998946|261.462|1664|1664|126.649|5|0.79|0|Blues
22050|0.852569497907|0.701404765804|0|0|8|8|8|88|88|357|357|0.0|227.57832|0.09|0.0|6|0.004|-6.404|1|0.116|9|9|1064|1064|1064|1064|1064|1064|1064|0|222.732|1431|1431|95.585|4|0.948|0|Rap
22050|0.545110950821|0.34575124702|0|0|48|48|48|15|15|63|63|0.0|38.00771|2.943|0.0|1|0.0|-22.721|1|0.0|3|3|140|140|140|140|140|140|140|0|38.008|252|252|109.743|4|1.0|0|Country
22050|0.432074796015|0.299392787198|0|0|19|19|19|142|142|572|572|0.0|219.01016|0.0|0.0|2|0.858|-7.847|1|0.703|12|12|953|953|953|953|953|953|953|0|214.059|1145|1145|157.201|4|0.379|0|R&B
22050|0.610427725145|0.438168226182|34.05349|-118.24532|46|46|46|90|90|362|362|0.0|119.90159|2.432|0.0|2|0.196|-8.787|1|0.356|5|5|489|489|489|489|489|489|489|0|113.493|723|723|181.9|4|0.0|0|Country
22050|0.424612130725|0.341082182452|0|0|31|31|31|88|88|356|356|0.0|137.74322|0.102|0.0|7|0.102|-12.965|0|0.363|7|7|661|661|661|661|661|661|661|0|133.73|713|713|159.941|4|0.0|0|Blues
22050|0.634845821175|0.243909829684|0|0|5|5|5|126|126|508|508|0.0|178.96444|0.061|0.0|9|0.04|-6.633|0|0.343|5|5|830|830|830|830|830|830|830|0.215080318509|168.548|1015|1015|180.126|4|0.659|0|Rap
22050|0.674633734277|0.421120111525|0|0|36|36|36|213|213|654|654|0.0|269.00853|0.148|0.0|7|0.392|-9.036|1|0.592|8|8|530|530|530|530|530|530|530|0.581317745056|265.932|654|654|142.639|3|0.0|2001|Rap
22050|0.502453176521|0.391585329026|0|0|42|42|42|144|144|578|578|0.0|213.55057|0.189|0.0|7|0.1|-20.541|0|0.244|11|11|831|831|831|831|831|831|831|0|198.78|578|578|164.618|4|0.037|0|Blues
22050|0.57070446927|0.394921730676|41.88415|-87.63241|41|41|41|104|104|330|330|0.0|207.09832|0.201|0.0|4|0.053|-12.326|1|0.343|7|7|735|735|735|735|735|735|735|0|198.658|660|660|96.411|3|0.903|2004|Blues
22050|0.574746865031|0.367368690641|0|0|37|37|37|86|86|259|259|0.0|125.1522|0.0|0.0|0|0.759|-12.818|1|0.616|7|7|349|349|349|349|349|349|349|0|118.457|518|518|126.714|3|0.321|1989|Country
22050|0.41091288073|0.312678559631|0|0|12|12|12|53|53|216|216|0.0|203.85914|0.263|0.0|4|0.039|-10.0|1|0.218|9|9|991|991|991|991|991|991|991|0|199.732|1294|1294|64.475|4|0.0|0|Country
22050|0.41994127477|0.24913722954|0|0|6|6|6|14|14|61|61|0.0|37.01506|0.403|0.0|10|0.214|-17.527|1|0.628|2|2|82|82|82|82|82|82|82|0.0|37.015|123|123|125.124|4|0.0|0|Country
22050|0.551682526284|0.352338667915|0|0|24|24|24|160|160|644|644|0.0|255.39873|0.2|0.0|2|0.056|-5.635|1|0.479|9|9|1149|1149|1149|1149|1149|1149|1149|0.484562529968|251.669|1289|1289|152.001|4|0.443|1999|R&B
22050|0.915823253033|0.655283798415|0|0|26|26|26|790|790|790|790|0.0|564.94975|0.461|0.0|10|0.72|-4.204|0|0.631|18|18|2531|2531|2531|2531|2531|2531|2531|0|555.537|2370|2370|85.318|1|0.735|0|Blues
22050|0.871010615313|0.804830427831|0|0|16|16|16|211|211|848|848|0.0|292.25751|0.276|0.0|1|0.015|-2.274|0|0.271|15|15|1362|1362|1362|1362|1362|1362|1362|0|279.847|1696|1696|174.651|4|0.505|2000|Rap
22050|0.916058238483|0.53540837923|0|0|20|20|20|98|98|398|398|0.0|187.24526|0.0|0.0|3|0.344|-8.295|1|0.476|11|11|631|631|631|631|631|631|631|0|179.989|796|796|132.61|4|0.0|2009|Blues
22050|0.231837503489|0.0|0|0|7|7|7|52|52|406|406|0.0|257.27955|0.0|0.0|9|0.037|-12.878|1|0.266|8|8|1376|1376|1376|1376|1376|1376|1376|0|251.106|1219|1219|98.18|7|1.0|0|Jazz
22050|0.325433883225|0.336304377463|0|0|13|13|13|89|89|361|361|0.0|171.28444|0.205|0.0|11|0.656|-18.696|1|0.698|8|8|537|537|537|537|537|537|537|0.0|166.667|361|361|128.162|4|0.305|1997|Jazz
